Site_name or object code,C14Age,C14SD,Lab_code,Lon,Lat,Location quality,Material_Dated,APA_reference,Ref_complete,Archaeological_context,Technology
Barca de Yotoco,1050,85,Ox a2(TL),-76.36,3.86,Reported,,"Uribe, M. (1990). Cronologia absoluta de la arqueologia colombiana. Revista de Antropologia y Arqueologia, 1 (1), 205-233. Universidad de los Andes.",yes,,
Barca de Yotoco,1010,85,Ox a7(TL),-76.36,3.86,Reported,,"Uribe, M. (1990). Cronologia absoluta de la arqueologia colombiana. Revista de Antropologia y Arqueologia, 1 (1), 205-233. Universidad de los Andes.",yes,,
Aguazuque 1,4030,35,GrN-12930,-74.28,4.6,Reported,,"Correal Urrego, G. (1989). Aguazuque: evidencia de cazadores recolectores y plantadores en la altiplanicie de la cordillera oriental. Fundacion de Investigaciones Arqueologicas. Banco de la Republica Bogota. https://babel.banrepcultural.org/digital/collection/p17054coll5/id/0/rec/1",yes,,
Barlovento,3470,120,USGSW-739,-75.415631,10.593917,Reported,Shell,"Reichel-Dolmatoff, G. (1955). Excavaciones en los conchales de la Costa de Barlovento. Revista Colombiana de Antropologia 4, 249-272.",yes,,
Barlovento,2980,120,USGSW-741,-75.415631,10.593917,Reported,Shell,"Reichel-Dolmatoff, G. (1955). Excavaciones en los conchales de la Costa de Barlovento. Revista Colombiana de Antropologia 4, 249-272.",yes,,
Barlovento,3140,120,USGSW-743,-75.415631,10.593917,Reported,Shell,"Reichel-Dolmatoff, G. (1955). Excavaciones en los conchales de la Costa de Barlovento. Revista Colombiana de Antropologia 4, 249-272.",yes,,
Barlovento,3510,100,Y-1318,-75.415631,10.593917,Reported,Charcoal,"Reichel-Dolmatoff, G. (1955). Excavaciones en los conchales de la Costa de Barlovento. Revista Colombiana de Antropologia 4, 249-272.",yes,,
Barlovento,3400,30,Beta-443862,-75.415631,10.593917,Reported,,"Langebaek Rueda, C. H., Bernal Arevalo, M. M., & Aristizabal Losada, L. (2016). Prospeccion arqueologica diagnostico y propuesta de plan de manejo arqueologico para el proyecto Serena del Mar apertura de la boca de los manzanillos y servicios marinos ambientales en la cienaga de Juan Polo Cartagena de Indias Bolivar arqueologia preventiva. Informe final.",yes,,
Barlovento,3450,30,Beta-443863,-75.415631,10.593917,Reported,,"Langebaek Rueda, C. H., Bernal Arevalo, M. M., & Aristizabal Losada, L. (2016). Prospeccion arqueologica diagnostico y propuesta de plan de manejo arqueologico para el proyecto Serena del Mar apertura de la boca de los manzanillos y servicios marinos ambientales en la cienaga de Juan Polo Cartagena de Indias Bolivar arqueologia preventiva. Informe final.",yes,,
Barranca C. Tigre 1,1960,60,Beta-88927,,,,,"Santos Vecino, G., Bermudez, M., Correa, E. I., Ospina, E. (1996). Rescate arqueologico de la troncal de gasoducto Sebastopol-Medellin. Informe Final. Centro de Investigaciones de la Facultad de Ciencias Sociales y Humanas de la Universidad de Antioquia-Transmetano, ESP, S.A.",yes,,
Barranca C. Tigre 1,1750,90,Beta-88925,,,,,"Santos Vecino, G., Bermudez, M., Correa, E. I., Ospina, E. (1996). Rescate arqueologico de la troncal de gasoducto Sebastopol-Medellin. Informe Final. Centro de Investigaciones de la Facultad de Ciencias Sociales y Humanas de la Universidad de Antioquia-Transmetano, ESP, S.A.",yes,,
Barranquilla (VP0002),1565,40,PITT-0160,-75.96,2.22,Reported,,"Drennan, R. D., Taft, M. M., Uribe, C. A. (1993). Prehispanic chiefdoms in the Valle de la Plata. (Vol. 2). University of Pittsburgh & Universidad de Los Andes, Memoirs in Latin American Archaeology, No. 5.",yes,,
Barranquilla (VP0002),1585,60,PITT-0161,-75.96,2.22,Reported,,"Drennan, R. D., Taft, M. M., Uribe, C. A. (1993). Prehispanic chiefdoms in the Valle de la Plata. (Vol. 2). University of Pittsburgh & Universidad de Los Andes, Memoirs in Latin American Archaeology, No. 5.",yes,,
Barranquilla (VP0002),7225,75,PITT-0163,-75.96,2.22,Reported,,"Drennan, R. D., & Herrera, L. F. (2001). Cacicazgos prehispanicos del Valle de la Plata. Memoirs in Latin American Archaeology Vol. 2-5 University of Pittsburgh. Universidad de los Andes.",yes,,
Barranquilla (VP0002),605,145,PITT-0162,-75.96,2.22,Reported,,"Drennan, R. D., Taft, M. M., Uribe, C. A. (1993). Prehispanic chiefdoms in the Valle de la Plata. (Vol. 2). University of Pittsburgh & Universidad de Los Andes, Memoirs in Latin American Archaeology, No. 5.",yes,,
Barrio Abajo,770,30,Beta-443228,,,,Bone (H. sapiens),"Rivera-Sandoval, J. (2018). Nuevos datos sobre la cronología de los pueblos del bajo Magdalena en el periodo Formativo Tardio: el sitio Barrio Abajo, Barranquilla (Colombia). Arqueologia Iberoamericana. 40, 33-38. https://www.laiesken.net/arqueologia/archivo/2018/4004",yes,,
Barrio Abajo,770,30,Beta-449549,,,,Faunal bone,"Rivera-Sandoval, J. (2018). Nuevos datos sobre la cronología de los pueblos del bajo Magdalena en el periodo Formativo Tardio: el sitio Barrio Abajo, Barranquilla (Colombia). Arqueologia Iberoamericana. 40, 33-38. https://www.laiesken.net/arqueologia/archivo/2018/4004",yes,,
Barrio Abajo,770,30,Beta-443231,,,,Bone (H. sapiens),"Rivera-Sandoval, J. (2018). Nuevos datos sobre la cronología de los pueblos del bajo Magdalena en el periodo Formativo Tardio: el sitio Barrio Abajo, Barranquilla (Colombia). Arqueologia Iberoamericana. 40, 33-38. https://www.laiesken.net/arqueologia/archivo/2018/4004",yes,,
Barrio Abajo,670,30,Beta-443229,,,,Bone (H. sapiens),"Rivera-Sandoval, J. (2018). Nuevos datos sobre la cronología de los pueblos del bajo Magdalena en el periodo Formativo Tardio: el sitio Barrio Abajo, Barranquilla (Colombia). Arqueologia Iberoamericana. 40, 33-38. https://www.laiesken.net/arqueologia/archivo/2018/4004",yes,,
Barrio Abajo,650,30,Beta-443232,,,,Bone (H. sapiens),"Rivera-Sandoval, J. (2018). Nuevos datos sobre la cronología de los pueblos del bajo Magdalena en el periodo Formativo Tardio: el sitio Barrio Abajo, Barranquilla (Colombia). Arqueologia Iberoamericana. 40, 33-38. https://www.laiesken.net/arqueologia/archivo/2018/4004",yes,,
Barrio Abajo,500,30,Beta-443233,,,,Bone (H. sapiens),"Rivera-Sandoval, J. (2018). Nuevos datos sobre la cronología de los pueblos del bajo Magdalena en el periodo Formativo Tardio: el sitio Barrio Abajo, Barranquilla (Colombia). Arqueologia Iberoamericana. 40, 33-38. https://www.laiesken.net/arqueologia/archivo/2018/4004",yes,,
Barrio Abajo,280,30,Beta-443234,,,,Bone (H. sapiens),"Rivera-Sandoval, J. (2018). Nuevos datos sobre la cronología de los pueblos del bajo Magdalena en el periodo Formativo Tardio: el sitio Barrio Abajo, Barranquilla (Colombia). Arqueologia Iberoamericana. 40, 33-38. https://www.laiesken.net/arqueologia/archivo/2018/4004",yes,,
Batán II,2250,90,Beta-148343,-76.28,1.89,Reported,,"Ordonez, H. (2000). Arqueologia al occidente de San Agustin. El Batan: evidencias arqueologicas de inicio y final del periodo Clasico Regional, siglo III a. C. - VI d. C. Fondo Mixto de Cultura del Huila, Foncultura.",yes,,
Begonia,1440,50,Beta-10232,-76.19,2.07,Reported,,"Llanos Vargas, H. (1988). Arqueologia de San Agustin: pautas de asentamiento en el canon del rio Granates-Saladoblanco. Banco de la Republica.",yes,,
Begonia,1050,100,Beta-10233,-76.19,2.07,Reported,,"Llanos Vargas, H. (1988). Arqueologia de San Agustin: pautas de asentamiento en el canon del rio Granates-Saladoblanco. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Begonia,250,90,Beta-12073,-76.19,2.07,Reported,,"Llanos Vargas, H. (1988). Arqueologia de San Agustin: pautas de asentamiento en el canon del rio Granates-Saladoblanco. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Belen Altavista La Perla,330,60,Beta-46815,-75.63525907,6.220073621,Estimated,Charcoal,"Castillo Espitia, N. (1995). Reconocimiento arqueologico en el Valle de Aburra. Boletin de Antropologia, 9(25), 49-90. https://doi.org/10.17533/udea.boan.343759",yes,,
Belen La Perla,1950,60,Beta-46817,-75.63525907,6.220073621,Estimated,Charcoal,"Castillo Espitia, N. (1995). Reconocimiento arqueologico en el Valle de Aburra. Boletin de Antropologia, 9(25), 49-90. https://doi.org/10.17533/udea.boan.343759",yes,,
BEO10,1470,60,165409,-75.67,6.6,Reported,,CORANTIOQUIA. (2002). Transformaciones territoriales y procesos de poblamiento en el sistema de paramos y bosques altoandinos del noroccidente medio antioqueno: reconocimiento y prospeccion arqueologica. CORANTIOQUIA.,yes,,
BEO30,130,60,165410,-75.64,6.57,Reported,,CORANTIOQUIA. (2002). Transformaciones territoriales y procesos de poblamiento en el sistema de paramos y bosques altoandinos del noroccidente medio antioqueno: reconocimiento y prospeccion arqueologica. CORANTIOQUIA.,yes,,
Morela (Puerto Berrio),2370,75,GX-24891,-74.415625,6.486042,Reported,,Gustavo A. Santos Vecino. 1997. Programa de arqueología de rescate de la línea troncal del gasoducto Sebastopol Medellín,yes,,
Morela (Puerto Berrio),1910,60,Beta-87022,-74.415625,6.486042,Reported,,Gustavo A. Santos Vecino. 1997. Programa de arqueología de rescate de la línea troncal del gasoducto Sebastopol Medellín,yes,,
Berrio Morela,1500,110,Beta-88929,,,,,"Santos Vecino, G., Bermudez, M., Correa, E. I., Ospina, E. (1996). Rescate arqueologico de la troncal de gasoducto Sebastopol-Medellin. Informe Final. Centro de Investigaciones de la Facultad de Ciencias Sociales y Humanas de la Universidad de Antioquia-T",yes,,
Bocana I,1595,40,PITT-1143,-77.183564,3.83525,Estimated,,"Salgado, H., Stemper, D. M. (1995). Cambios en alfarería y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios. Fundación de investigaciones Arqueológicas Nacionales. Banco de la República.",yes,,
Bocana I,1735,55,PITT-1251,-77.183564,3.83525,Estimated,,"Salgado, H., Stemper, D. M. (1995). Cambios en alfarería y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios. Fundación de investigaciones Arqueológicas Nacionales. Banco de la República.",yes,,
Bocana I,1995,45,PITT-1144,-77.183564,3.83525,Estimated,,"Salgado, H., Stemper, D. M. (1995). Cambios en alfarería y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios. Fundación de investigaciones Arqueológicas Nacionales. Banco de la República.",yes,,
Bocana I,2005,35,PITT-1145,-77.183564,3.83525,Estimated,,"Salgado, H., Stemper, D. M. (1995). Cambios en alfarería y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios. Fundación de investigaciones Arqueológicas Nacionales. Banco de la República.",yes,,
Bocana I,2050,50,Beta-45781,,,,,"Salgado Lopez, H., & Stemper, D. (1991). Cambios prehispanicos en cronologia patrones de asentamientos y subsistencia en las partes bajas de los ri­os San Juan Calima y Dagua.  Cespedesia 18(61): 153-163.",yes,,
Bocana I,2330,45,PITT-1154,-77.183564,3.83525,Estimated,,"Salgado, H., Stemper, D. M. (1995). Cambios en alfarería y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios. Fundación de investigaciones Arqueológicas Nacionales. Banco de la República.",yes,,
Bocana I,2620,50,PITT-1138,-77.183564,3.83525,Estimated,,"Salgado, H., Stemper, D. M. (1995). Cambios en alfarería y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios. Fundación de investigaciones Arqueológicas Nacionales. Banco de la República.",yes,,
Bocana III,2515,40,PITT-1146,-77.183564,3.83525,Estimated,,"Salgado, H., Stemper, D. M. (1995). Cambios en alfarería y agricultura en el centro del litoral pacífico colombiano durante los dos últimos milenios. Fundación de investigaciones Arqueológicas Nacionales. Banco de la República.",yes,,
Bolo Quebrada Seca,740,50,Beta-4660,,,,Food remains,"Cubillos Ch., J. C. (1984). Arqueologia del Valle del rio Cauca. Asentamientos prehispanicos en la suela plana del rio Cauca. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Cantarana,1000,60,Beta-87498,-76.46660147,3.507646916,Estimated,Charcoal,"Patiño, D., Clavijo, A., Gomez, A. M., Pulido, R., & Diaz, C. (1999). Evidencias paleoindias y ceramicas en el Valle del Cauca. Cespedesia, 22, (70[1997]), 33-95. Instituto Vallecaucano de Investigaciones Cientificas. https://www.inciva.gov.co/storage/Clientes/INCIVA/Principal/imagenes/contenidos/13273-CESPEDESIA%20Vol%2022%20%20No%2070%20%20Dic%201997-.pdf",yes,,
Cantarana,920,60,Beta-87501,-76.46660147,3.507646916,Estimated,Charcoal,"Patiño, D., Clavijo, A., Gomez, A. M., Pulido, R., & Diaz, C. (1999). Evidencias paleoindias y ceramicas en el Valle del Cauca. Cespedesia, 22, (70[1997]), 33-95. Instituto Vallecaucano de Investigaciones Cientificas. https://www.inciva.gov.co/storage/Clientes/INCIVA/Principal/imagenes/contenidos/13273-CESPEDESIA%20Vol%2022%20%20No%2070%20%20Dic%201997-.pdf",yes,,
Cantarana,910,60,Beta-87503,-76.46660147,3.507646916,Estimated,Charcoal,"Patiño, D., Clavijo, A., Gomez, A. M., Pulido, R., & Diaz, C. (1999). Evidencias paleoindias y ceramicas en el Valle del Cauca. Cespedesia, 22, (70[1997]), 33-95. Instituto Vallecaucano de Investigaciones Cientificas. https://www.inciva.gov.co/storage/Clientes/INCIVA/Principal/imagenes/contenidos/13273-CESPEDESIA%20Vol%2022%20%20No%2070%20%20Dic%201997-.pdf",yes,,
Bolo Quebrada Seca,710,70,Beta-98746,,,,Food remains,"Rodriguez, C. A. (1996). Rescate arqueologico en el sitio Pk 187+400 ubicado en la troncal del Gasoducto de Occidente. ECOPETROL.",yes,,
Bombay,767,85,IAN-47,,,,Charcoal,"Giraldo de Puech, M. de la L. (1988). Investigacion arqueologica en los Llanos Orientales, region de Cravo-Norte (Arauca). Boletin Museo del Oro, (21), 3-23. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7150",yes,,
Finca El Mapa  Vereda Tesalia,900,,Beta-102820,,,,,"Bernal Ruiz, F. (1997). Monitoreo arqueologico Gasoducto de Occidente. Informe Final. Ecopetrol-Transgas- Disenos e Interventoria Ltda. Tomos I, II, III.",yes,,
Bonga Norte,1910,30,Beta-365000,,,,Bone (H. sapiens),"Sanchez, A. (2023). Condiciones de vida prehispanicas, historicas y actuales entre grupos indigenas Zenu, Malibu, y Wayuu de la costa Caribe colombiana. Resultados de estudios arqueológicos realizados en proyectos del area Colombia norte de HOCOL S.A.",yes,,
Bonga Norte,280,30,Beta-365001,,,,Bone (H. sapiens),"Sanchez, A. (2023). Condiciones de vida prehispanicas, historicas y actuales entre grupos indigenas Zenu, Malibu, y Wayuu de la costa Caribe colombiana. Resultados de estudios arqueológicos realizados en proyectos del area Colombia norte de HOCOL S.A.",yes,,
Bonga Norte,1800,30,Beta-365002,,,,Charcoal,"Sanchez, A. (2023). Condiciones de vida prehispanicas, historicas y actuales entre grupos indigenas Zenu, Malibu, y Wayuu de la costa Caribe colombiana. Resultados de estudios arqueológicos realizados en proyectos del area Colombia norte de HOCOL S.A.",yes,,
Calamar,1920,90,Beta-125009,,,,,Bermudez et al. 1999,no,,
Boyaca Giralda Y2  T,640,400,Gif-1909,-74.584311,6.103414,Reported,,"Otero de Santos H.. (2002). Grupos de cazadores-recolectores y agroalfareros en el municipio de Puerto Boyacá (Boyacá): monitoreo arqueológico Campo Jazmín Nare Norte-Asociación Nare Norte. Omimex de Colombia Ltda Medellín. Otero de Santos, H. (2000). Proyecto prospección arqueológica Campo Jazmín Nare Norte: informe final.  Omimex de Colombia Medellín.",yes,,
Caloto,3200,60,Beta-113402,,,,,Salgado et al. 1998,no,,
Casa Blanca,1970,60,Beta-178441,,,,,Muñoz 2007,no,,
BU 19,1820,40,Beta-157720,-75.91,6.73,Reported,,"Herrera Gomez, D., Cardona, C. V., & Espinoza, I. E. (2001). Investigacion sobre las dinamicas territoriales y los procesos de poblamiento en el occidente medio antioqueno: poblamiento antiguo hitos culturales y construccion del territorio Vol. 2.  CORANTIOQUIA Medellin.",yes,,
BU 19,1870,40,Beta-157721,-75.91,6.73,Reported,,"Herrera Gomez, D., Cardona, C. V., & Espinoza, I. E. (2001). Investigacion sobre las dinamicas territoriales y los procesos de poblamiento en el occidente medio antioqueno: poblamiento antiguo hitos culturales y construccion del territorio Vol. 2.  CORANTIOQUIA Medellin.",yes,,
BU 40,480,50,Beta-157722,-75.92,6.7,Reported,,"Herrera Gomez, D., Cardona, C. V., & Espinoza, I. E. (2001). Investigacion sobre las dinamicas territoriales y los procesos de poblamiento en el occidente medio antioqueno: poblamiento antiguo hitos culturales y construccion del territorio Vol. 2.  CORANTIOQUIA Medellin.",yes,,
Bucarelia,990,80,Y-732,-74.8,9.683333,Reported,Charcoal,"Stuiver, M. (1969). Yale Natural Radiocarbon Measurements IX. Radiocarbon, 11(2), 545–658. doi:10.1017/S0033822200011413
",yes,,
Buenavista,1880,60,Beta-30283,-78.59484938,2.059146701,Estimated,Charcoal,"Patiño, D. (1988). Asentamientos prehispanicos en la Costa Pacifica Caucana. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Buenavista,1530,60,Beta-30753,-78.59484938,2.059146701,Estimated,Charcoal,"Patiño, D. (2000). Settlement subsistence and exchange in prehispanic Tumaco, Pacific coast of Colombia. [Ph.D. Dissertation. Temple University]",yes,,
Buenavista,1460,60,Beta-30754,-78.59484938,2.059146701,Estimated,Charcoal,"Patiño, D. (2000). Settlement subsistence and exchange in prehispanic Tumaco, Pacific coast of Colombia. [Ph.D. Dissertation. Temple University]",yes,,
Chapud Muellamues,1240,70,Beta-35548,,,,,Gomez 1991,no,,
Buenos Aires A (VP0718),2375,90,PITT-0164,-75.95,2.22,Reported,,"Fernandez Medina, E. (1994). Distribucion espacial y temporal de la ceramica en el area Quillacinga. [Unpublished undergraduate thesis, Universidad de los Andes].",yes,,
Buenos Aires B (VP0789),765,30,PITT-0165,-75.95,2.22,Reported,,"Drennan, R. D., Taft, M. M., Uribe, C. A. (1993). Prehispanic chiefdoms in the Valle de la Plata. (Vol. 2). University of Pittsburgh & Universidad de Los Andes, Memoirs in Latin American Archaeology, No. 5.",yes,,
Buenos Aires B (VP0789),600,165,PITT-0167,-75.95,2.22,Reported,,"Drennan, R. D., Taft, M. M., Uribe, C. A. (1993). Prehispanic chiefdoms in the Valle de la Plata. (Vol. 2). University of Pittsburgh & Universidad de Los Andes, Memoirs in Latin American Archaeology, No. 5.",yes,,
